,name,salary_from,salary_to,salary_currency,area_name,published_at
11,Технический специалист (АТС Siemens),30000.0,40000.0,RUR,Санкт-Петербург,2007
12,Специалист (Информационные технологии),38000.0,46000.0,RUR,Москва,2007
13,"Ведущий программист-разработчик, системный архитектор (OFA+Oracle Express)",60000.0,80000.0,RUR,Москва,2007
14,Программист баз данных,36000.0,50000.0,RUR,Москва,2007
15,Менеджер по работе с юридическими лицами,15000.0,30000.0,RUR,Москва,2007
16,Web-программист,26000.0,36000.0,RUR,Москва,2007
17,Программист 1С,70000.0,70000.0,RUR,Москва,2007
18,Программист 1С,33000.0,40000.0,RUR,Санкт-Петербург,2007
19,Сервисный инженер,15000.0,28000.0,RUR,Москва,2007
20,Менеджер по ведению проектов,20000.0,40000.0,RUR,Москва,2007
21,Менеджер по ведению проектов,20000.0,50000.0,RUR,Москва,2007
22,Веб-программист,30000.0,40000.0,RUR,Москва,2007
23,Системный администратор,18000.0,25000.0,RUR,Москва,2007
24,Сетевой инженер,55000.0,60000.0,RUR,Москва,2007
25,Системный инженер,55000.0,60000.0,RUR,Москва,2007
26,IT Директор,80000.0,100000.0,RUR,Москва,2007
27,Программист 1С (8.0)/Разработчик,65000.0,75000.0,RUR,Москва,2007
28,Зав.сектором техничекого обеспечения и информационных технологий,16000.0,25000.0,RUR,Екатеринбург,2007
29,Системный администратор,30000.0,45000.0,RUR,Москва,2007
30,Старший системный администратор,34000.0,36000.0,RUR,Москва,2007
31,Системный администратор,15000.0,18000.0,RUR,Красноярск,2007
32,Технический специалист по технологиям Microsoft / Intel (Компания системный интегратор),50000.0,80000.0,RUR,Москва,2007
33,Программист (Web-программист),60000.0,67000.0,RUR,Москва,2007
34,Начальник отдела сопровождения процессинга,80000.0,100000.0,RUR,Москва,2007
35,Администратор базы данных (Oracle DBA),36000.0,36000.0,RUR,Санкт-Петербург,2007
36,Системный администратор,20000.0,30000.0,RUR,Москва,2007
37,Специалист по технической поддержке,15000.0,25000.0,RUR,Москва,2007
38,Ведущий инженер-программист 1С 7.7. (Зарплата и Кадры),50000.0,70000.0,RUR,Москва,2007
39,Системный администратор,32000.0,34000.0,RUR,Москва,2007
40,Менеджер по работе с клиентами,18000.0,40000.0,RUR,Москва,2007
41,Руководитель продуктового направления «системы самообслуживания» (комплексные банковские ИТ-решения),76000.0,105000.0,RUR,Москва,2007
42,Руководитель центра обслуживания абонентов,20000.0,30000.0,RUR,Псков,2007
43,Программист 1С 8.0,20000.0,20000.0,RUR,Новосибирск,2007
44,Ведущий технический писатель,50000.0,60000.0,RUR,Москва,2007
45,Руководитель проектов по внедрению ПО,60000.0,80000.0,RUR,Москва,2007
46,Руководитель отдела,30000.0,90000.0,RUR,Санкт-Петербург,2007
47,Системный администратор,41250.0,41250.0,RUR,Москва,2007
48,Помощник системного администратора/ Help-Desk,17000.0,25000.0,RUR,Москва,2007
49,Системный администратор,45000.0,55000.0,RUR,Москва,2007
50,Руководитель интернет-проектов в BBDO Interactive,42000.0,53000.0,RUR,Москва,2007
51,Руководитель группы развития it - инфраструктуры,60000.0,75000.0,RUR,Москва,2007
52,Ведущий менеджер проектов в области информационной безопастности,150000.0,175000.0,RUR,Москва,2007
53,Программист 1С,25000.0,40000.0,RUR,Нижний Новгород,2007
54,Системный администратор,35000.0,40000.0,RUR,Москва,2007
55,Консультант по ведению учета в отдел сопровождения ПО 1С,25000.0,40000.0,RUR,Нижний Новгород,2007
56,Оператор БД,15000.0,20000.0,RUR,Москва,2007
57,Директор по продажам (ПО для для комплексной автоматизации ресторанного бизнеса),100000.0,110000.0,RUR,Москва,2007
58,Продакт-менеджер по ИТ-услугам,60000.0,143000.0,RUR,Москва,2007
59,Консультант ITIL /ITSM,50000.0,67000.0,RUR,Москва,2007
60,Пресейл-менеджер систем управления ИТ-инфраструктурой,45000.0,90000.0,RUR,Москва,2007
61,Контент-менеджер корпоративного сайта,15000.0,18500.0,RUR,Санкт-Петербург,2007
62,Менеджер по инженерной поддержке продаж (инженерные системы),50000.0,65000.0,RUR,Москва,2007
63,Аналитик / постановщик задач в Отдел программных решений,41000.0,66000.0,RUR,Москва,2007
64,Программист 1С,50000.0,60000.0,RUR,Москва,2007
65,Специалист по установке инженерных системам безопасности,12000.0,25000.0,RUR,Краснодар,2007
66,Системный администратор,27500.0,36000.0,RUR,Москва,2007
67,Менеджер по разработке продуктов и услуг,80000.0,80000.0,RUR,Москва,2007
68,Начальник аналитического отдела,80000.0,100000.0,RUR,Москва,2007
69,Начальник отдела телекоммуникации и связи,20000.0,25000.0,RUR,Казань,2007
70,IT systems administrator,30000.0,55000.0,RUR,Москва,2007
71,Руководитель IT-отдела,45000.0,55000.0,RUR,Москва,2007
72,Оператор технической поддержки (HelpDesk),18000.0,20000.0,RUR,Москва,2007
73,Инженер отдела тестирования,23000.0,27000.0,RUR,Москва,2007
74,Администратор сети и телекоммуникационных систем,18000.0,20000.0,RUR,Новосибирск,2007
75,Системный администратор Unix/Free BSD,70000.0,85000.0,RUR,Москва,2007
76,Менеджер по работе с юридическими лицами,20000.0,30000.0,RUR,Москва,2007
77,Системный администратор,25000.0,40000.0,RUR,Москва,2007
78,Контент-менеджер,14000.0,16000.0,RUR,Москва,2007
79,Программист (Oracle),50000.0,70000.0,RUR,Москва,2007
80,Системный администратор,30000.0,30000.0,RUR,Санкт-Петербург,2007
81,Тестировщик компьютерных игр и сайтов,18000.0,18000.0,RUR,Санкт-Петербург,2007
82,Senior Systems and Security Administrator,40000.0,55000.0,RUR,Челябинск,2007
83,Regional IT Manager,50000.0,55000.0,RUR,Челябинск,2007
84,End-user engineer,25000.0,30000.0,RUR,Челябинск,2007
85,Администратор информационных систем,40000.0,45000.0,RUR,Москва,2007
